SKU,Model,MSE,RMSE,MAE,R2
0077323-S,Gradient Boosting,30.688748670691147,5.5397426538325,4.393313703468419,0.2327812832327213
0077323-S,XGBoost,35.591220385193395,5.965837777311196,4.35465996262307,0.11021949037016499
0077323-S,CatBoost,38.131556972314435,6.175075462884194,4.934541012984821,0.04671107569213906
0051028-A,Linear Regression,0.6265733540082641,0.7915638660324662,0.44264402696379346,-0.18084978255403628
0051028-A,Ridge,0.6258166160525135,0.7910857197880098,0.44336996336996337,-0.17942362256050637
0051028-A,Lasso,0.6498015873015875,0.8061027151062,0.46428571428571436,-0.2246260683760688
0051028-A,Elastic Net,0.6498015873015875,0.8061027151062,0.46428571428571436,-0.2246260683760688
0051028-A,SVR,0.6385714285714285,0.799106644054114,0.4714285714285715,-0.20346153846153836
0051028-A,Decision Tree,0.6071428571428571,0.7791937224739796,0.35714285714285715,-0.14423076923076938
0051028-A,Random Forest,0.6109010476190476,0.7816015913616398,0.37123809523809526,-0.15131351282051297
0051028-A,Gradient Boosting,0.6075069900458269,0.7794273475095846,0.35760932346836766,-0.14491701970175086
0051028-A,XGBoost,0.6073110246750338,0.7793016262494477,0.3577097871831419,-0.14454770034910247
0051028-A,CatBoost,0.6071871253532047,0.779222128377528,0.3572886686785532,-0.14431419778103982
0059345-A,Linear Regression,0.15314612892739018,0.3913388926843206,0.13612149035505616,-0.01775267233785005
0059345-A,Ridge,0.15314707776361658,0.39134010497726474,0.13613660567477917,-0.017758977953354682
0059345-A,Lasso,0.1508153099591863,0.38834946885400307,0.18322460391425907,-0.0022629093889612317
0059345-A,Elastic Net,0.1508153099591863,0.38834946885400307,0.18322460391425907,-0.0022629093889612317
0059345-A,SVR,0.15012206193907304,0.38745588386172825,0.19246321994507462,0.0023441611913059823
0059345-A,Decision Tree,0.16216216216216217,0.4026936331284146,0.10810810810810811,-0.0776699029126211
0059345-A,Random Forest,0.16216216216216217,0.4026936331284146,0.10810810810810811,-0.0776699029126211
0059345-A,Gradient Boosting,0.1613901427977149,0.4017339203972138,0.11972772380035161,-0.07253934703918286
0059345-A,XGBoost,0.16214498486887696,0.402672304571443,0.1081746945946597,-0.07755574895870154
0059345-A,CatBoost,0.22934356622849147,0.4788982838019901,0.21777495761981677,-0.5241327289650719
0232709-F,Linear Regression,552.5524860672225,23.506434992725342,18.623050847457638,-0.42778420172408915
0232709-F,Ridge,523.8572625532514,22.887928315014694,17.755934535803792,-0.3536363373469029
0232709-F,Lasso,493.9382225073693,22.22472097704197,16.683639606779398,-0.2763261563497914
0232709-F,Elastic Net,565.9736475374774,23.790200661984283,18.415660930173427,-0.46246420552319734
0232709-F,SVR,355.77813103655217,18.86208183198642,15.760272009701062,0.08067666398823725
0232709-F,Decision Tree,524.3333333333334,22.89832599412746,16.5,-0.3548664944013782
0232709-F,Random Forest,445.7312035245654,21.112347181793062,15.106674603174605,-0.15176021582575028
0232709-F,Gradient Boosting,517.6896901418708,22.752795216014025,16.49954186025374,-0.337699457730932
0232709-F,XGBoost,524.3190438805036,22.89801397240607,16.499891160703857,-0.35482957075065524
0232709-F,CatBoost,524.28165518537,22.897197539991,16.5006925324388,-0.354732959135323
0058794-A,Linear Regression,0.2638908446533583,0.5137030705119041,0.3264717581629786,-0.00826218947745394
0058794-A,Ridge,0.26389200905945653,0.5137042038561263,0.32647594904206334,-0.008266638387546044
